book_title,book_author,book_publisher,book_ISBN,book_img_url,book_category_id
"1일 1페이지, 세상에서 가장 짧은 교양 수업 365",데이비드 S. 키더,위즈덤하우스,9791190305679,http://image.yes24.com/goods/81503945/XL,16
"사람, 장소, 환대",김현경,문학과지성사,9788932027265,http://image.yes24.com/goods/17439565/XL,16
"로봇 시대, 인간의 일",구본권,어크로스,9791190030496,http://image.yes24.com/goods/90365203/XL,16
나는 나답게 살기로 했다,손힘찬,스튜디오오드리,9791191043150,http://image.yes24.com/goods/97283317/XL,16
AI는 양심이 없다,김명주,헤이북스,9791188366330,http://image.yes24.com/goods/108916558/XL,7
인간의 130가지 감정 표현법,안젤라 애커만,인피니티북스,9791185578491,http://image.yes24.com/goods/84663476/XL,8
각자도사 사회,송병기,어크로스,9791167740908,http://image.yes24.com/goods/117446400/XL,7
어떻게 살 것인가,유시민,생각의길,9788965132288,http://image.yes24.com/goods/8491738/XL,16
사랑이 묻고 인문학이 답하다,정지우,포르체,9791192730189,http://image.yes24.com/goods/117222357/XL,16
"시장, 세상을 균형 있게 보는 눈",김재수,샘터,9788946421189,http://image.yes24.com/goods/89317691/XL,16
개인주의자 선언,문유석,문학동네,9788954637756,http://image.yes24.com/goods/20536907/XL,7
150년 하버드 글쓰기 비법,송숙희,유노북스,9791192300054,http://image.yes24.com/goods/107996138/XL,18
"인문학, 라이프스타일을 제안하다",모종린,지식의숲,9791190927123,http://image.yes24.com/goods/91126556/XL,16
돌봄과 작업,정서경,돌고래,9791198009029,http://image.yes24.com/goods/115814095/XL,16
행복의 조건,조지 베일런트,프런티어,9788947527385,http://image.yes24.com/momo/TopCate80/MidCate02/7916990.jpg,16
글쓰기 생각쓰기,윌리엄 진서,돌베개,9788971992951,http://image.yes24.com/momo/TopCate59/MidCate09/5887257.jpg,16
나는 왜 네 말이 힘들까,박재연,한빛라이프,9791190846011,http://image.yes24.com/goods/90688995/XL,16
매일 읽겠습니다 (에세이 에디션),황보름,어떤책,9791189385187,http://image.yes24.com/goods/96883494/XL,16
내가 원하는 것을 나도 모를 때,전승환,다산초당,9791130627878,http://image.yes24.com/goods/85927898/XL,16
나는 왜 나에게 솔직하지 못할까,일자 샌드,인플루엔셜,9791168340862,http://image.yes24.com/goods/117630712/XL,16
선을 넘는 한국인 선을 긋는 일본인,한민,부키,9788960519084,http://image.yes24.com/goods/106335906/XL,13
자살에 관한 모든 것,마르탱 모네스티에,새움,9791192684215,http://image.yes24.com/goods/115995062/XL,16
생각한다는 착각,닉 채터,웨일북,9791190313995,http://image.yes24.com/goods/103854863/XL,16
데이비드 호킨스의 365일 명상,데이비드 호킨스,판미동,9791170522393,http://image.yes24.com/goods/117464410/XL,16
딱 1분만 읽어봐,1분만,메이트북스,9791160023862,http://image.yes24.com/goods/115228517/XL,16
공감에도 연습이 필요합니다,권수영,샘터,9788946422155,http://image.yes24.com/goods/110254919/XL,16
위어드,조지프 헨릭,21세기북스,9788950941864,http://image.yes24.com/goods/114864015/XL,16
휴먼카인드,뤼트허르 브레흐만,인플루엔셜,9791191056471,http://image.yes24.com/goods/97584861/XL,16
최소한의 선의,문유석,문학동네,9788954684200,http://image.yes24.com/goods/105536158/XL,7
물질문명과 자본주의 읽기,페르낭 브로델,갈라파고스,9788990809414,http://image.yes24.com/goods/6442077/XL,16
"출근길엔 니체, 퇴근길엔 장자",필로소피 미디엄,한국경제신문사(한경비피),9788947548557,http://image.yes24.com/goods/115083494/XL,16
연결된 고통,이기병,아몬드,9791192465043,http://image.yes24.com/goods/117507138/XL,16
무엇이 옳은가,후안 엔리케스,세계사,9788933871805,http://image.yes24.com/goods/108849672/XL,16
