book_title,book_author,book_publisher,book_ISBN,book_img_url,book_category_id
레미제라블,빅토르 위고,밀리언셀러,9791185046204,http://image.yes24.com/goods/76165593/XL,8
꼬마 니콜라,르네 고시니,문학동네,9788982812408,http://image.yes24.com/momo/TopCate02/MidCate01/103911.jpg,8
마담 보바리,구스타브 플로베르,문학동네,9788954681704,http://image.yes24.com/goods/103318582/XL,8
어느 시골 신부의 일기,조르주 베르나노스,민음사,9788937462108,http://image.yes24.com/momo/TopCate388/MidCate007/29294406.jpg,8
사물들,조르주 페렉,펭귄클래식코리아,9788901181073,http://image.yes24.com/momo/TopCate473/MidCate009/47288752.jpg,8
나나,에밀 졸라,문학동네,9788954625166,http://image.yes24.com/momo/TopCate385/MidCate001/38404979.jpg,8
어린왕자 (한글판+영어+불어 텍스트),앙투안 드 생텍쥐페리,소와다리,9788998046668,http://image.yes24.com/momo/TopCate644/MidCate003/64328480.jpg,8
어린 왕자,앙투안 드 생텍쥐페리,인디고(글담),9791159350207,http://image.yes24.com/goods/44143869/XL,8
제3인류 6,베르나르 베르베르,열린책들,9788932917672,http://image.yes24.com/momo/TopCate0001/kepub/L_464154.jpg,8
제3인류 5,베르나르 베르베르,열린책들,9788932917665,http://image.yes24.com/momo/TopCate0001/kepub/L_464153.jpg,8
파리의 우울,샤를 피에르 보들레르,민음사,9788937461682,http://image.yes24.com/momo/TopCate388/MidCate007/5988316.jpg,8
그들의 말 혹은 침묵,아니 에르노,민음사,9788937444760,http://image.yes24.com/goods/107079874/XL,8
새벽의 약속,로맹 가리,문학과지성사,9788932018300,http://image.yes24.com/momo/TopCate60/MidCate06/5951256.jpg,8
갈증,아멜리 노통브,열린책들,9788932921938,http://image.yes24.com/goods/105746596/XL,8
인간,베르나르 베르베르,열린책들,9788932909066,http://image.yes24.com/momo/TopCate75/MidCate08/7479489.jpg,8
소립자,미셸 우엘벡,열린책들,9788932909479,http://image.yes24.com/momo/TopCate78/MidCate07/7767761.jpg,8
잃어버린 시간을 찾아서 3,마르셀 프루스트,민음사,9788937485633,http://image.yes24.com/momo/TopCate345/MidCate010/34498905.jpg,8
개미 (3),베르나르 베르베르,열린책들,9788932903521,http://image.yes24.com/momo/TopCate408/MidCate010/35992310(1).jpg,8
신 세트,베르나르 베르베르,열린책들,9788932915241,http://image.yes24.com/momo/TopCate302/MidCate005/30148507.jpg,8
아버지들의 아버지 2,베르나르 베르베르,열린책들,9788932903873,http://image.yes24.com/momo/TopCate290/MidCate010/322619.jpg,8
초판본 야간 비행,앙투안 드 생텍쥐페리,더스토리,9791164455096,http://image.yes24.com/goods/103507861/XL,8
빠삐용,앙리 샤리에르,황소자리,9791185093543,http://image.yes24.com/goods/39040406/XL,8
7년 후,기욤 뮈소,밝은세상,9788984371200,http://image.yes24.com/momo/TopCate454/MidCate004/42874413.jpg,8
나만의 필사책 어린 왕자,앙투안 드 생텍쥐페리,마음시선,9791197153327,http://image.yes24.com/goods/97928114/XL,8
마담 보바리,구스타브 플로베르,을유문화사,9788932405025,http://image.yes24.com/goods/97134394/XL,8
뇌 1,베르나르 베르베르,열린책들,9788932906720,http://image.yes24.com/momo/TopCate278/MidCate004/4860567.jpg,8
잃어버린 시간을 찾아서 9,마르셀 프루스트,민음사,9788937485695,http://image.yes24.com/goods/95527489/XL,8
벽으로 드나드는 남자,이세욱,문학동네,9788982814877,http://image.yes24.com/momo/TopCate05/MidCate05/447220.jpg,8
잃어버린 시간을 찾아서 10,마르셀 프루스트,민음사,9788937485701,http://image.yes24.com/goods/95527495/XL,8
몸의 일기,다니엘 페나크,문학과지성사,9788932027623,http://image.yes24.com/momo/TopCate549/MidCate010/54897259.jpg,8
잃어버린 시간을 찾아서 6,마르셀 프루스트,민음사,9788937485664,http://image.yes24.com/momo/TopCate672/MidCate004/67134042.jpg,8
어린왕자,앙투안 드 생텍쥐페리,자화상,9791189413422,http://image.yes24.com/goods/71033660/XL,8
순수와 비순수,시도니 가브리엘 콜레트,1984Books(일구팔사북스),9791190533041,http://image.yes24.com/goods/102366723/XL,8
개미 (5),베르나르 베르베르,열린책들,9788932903545,http://image.yes24.com/momo/TopCate408/MidCate010/35992307.jpg,8
테레즈 라캥,에밀 졸라,문학동네,9788954607797,http://image.yes24.com/goods/3337710/XL,8
잃어버린 시간을 찾아서 5,마르셀 프루스트,민음사,9788937485657,http://image.yes24.com/momo/TopCate672/MidCate004/67134463.jpg,8
달과 6펜스,윌리엄 서머싯 몸,문예출판사,9788931001921,http://image.yes24.com/momo/TopCate486/MidCate004/5219134.jpg,8
목로주점,에밀 졸라,동서문화사,9788949717821,http://image.yes24.com/goods/91295506/XL,8
아가씨와 밤,기욤 뮈소,밝은세상,9788984373617,http://image.yes24.com/goods/66909910/XL,8
그레구아르와 책방 할아버지,마르크 로제,문학동네,9788954670517,http://image.yes24.com/goods/87117484/XL,8
좁은 문,앙드레 지드,열린책들,9788932912431,http://image.yes24.com/goods/80744778/XL,8
어둠 속의 사건,오노레 드 발자크,민음사,9788937464126,http://image.yes24.com/goods/111360091/XL,8
센트럴 파크,기욤 뮈소,밝은세상,9788984372412,http://image.yes24.com/momo/TopCate430/MidCate010/42998877.jpg,8
하늘의 뿌리,로맹 가리,문학과지성사,9788932018317,http://image.yes24.com/momo/TopCate60/MidCate06/5951260.jpg,8
육체의 악마,레몽 라디게,민음사,9788937463211,http://image.yes24.com/momo/TopCate369/MidCate009/36834280.jpg,8
인간 짐승,에밀 졸라,문학동네,9788954624107,http://image.yes24.com/momo/TopCate335/MidCate002/33415881.jpg,8
이방인,알베르 까뮈,을유문화사,9788932404936,http://image.yes24.com/goods/91869124/XL,8
페스트,알베르 까뮈,아름다운날,9791167090102,http://image.yes24.com/goods/109303578/XL,8
적의 화장법,아멜리 노통브,문학세계사,9788970752747,http://image.yes24.com/goods/116251799/XL,8
여자의 일생,기 드 모파상,민음사,9788937463198,http://image.yes24.com/momo/TopCate340/MidCate007/33964826.jpg,8
"결혼, 여름",알베르 까뮈,책세상,9788970131078,http://image.yes24.com/momo/TopCate70/MidCate10/6993893.jpg,8
클로딘의 집,시도니 가브리엘 콜레트,BOOKK(부크크),9791141013547,http://image.yes24.com/goods/117465346/XL,8
잃어버린 시간을 찾아서 11,마르셀 프루스트,민음사,9788937485718,http://image.yes24.com/goods/107514663/XL,8
죽음의 병,마르그리트 뒤라스,난다,9791191859249,http://image.yes24.com/goods/110160649/XL,8
마담 보바리,구스타브 플로베르,북레시피,9791190489492,http://image.yes24.com/goods/105793559/XL,8
어린 왕자,앙투안 드 생텍쥐페리,와일드북,9791192412122,http://image.yes24.com/goods/110876336/XL,8
신비의 섬 1,쥘 베른,열림원,9791170401070,http://image.yes24.com/goods/110336135/XL,8
혹성 탈출,피에르 불,소담출판사,9788973812509,http://image.yes24.com/momo/TopCate382/MidCate004/13433627.jpg,8
해저 2만리 1,쥘 베른,열림원,9791170401001,http://image.yes24.com/goods/110336176/XL,8
돌아온 꼬마 니콜라,르네 고시니,문학동네,9788954623612,http://image.yes24.com/momo/TopCate359/MidCate009/33522614.jpg,8
고리오 영감,오노레 드 발자크,열린책들,9788932909585,http://image.yes24.com/momo/TopCate78/MidCate07/7765277.jpg,8
80일간의 세계일주,쥘 베른,열림원,9791170401049,http://image.yes24.com/goods/110336103/XL,8
행복만을 보았다,그레구아르 들라쿠르,문학테라피,9788965133490,http://image.yes24.com/momo/TopCate468/MidCate005/46740727.jpg,8
젊은 남자,아니 에르노,레모출판사,9791191861198,http://image.yes24.com/goods/117721495/XL,8
웃는 남자 (하),빅토르 위고,열린책들,9788932910031,http://image.yes24.com/goods/3631881/XL,8
웃는 남자 (상),빅토르 위고,열린책들,9788932910024,http://image.yes24.com/goods/3631878/XL,8
"비올레트, 묘지지기",발레리 페랭,엘리,9791191247206,http://image.yes24.com/goods/110644308/XL,8
개미 (4),베르나르 베르베르,열린책들,9788932903538,http://image.yes24.com/momo/TopCate408/MidCate010/35992304.jpg,8
어떤 미소,프랑수아즈 사강,소담출판사,9791160272864,http://image.yes24.com/goods/108045475/XL,8
자전거를 못 타는 아이,장자크 상페,열린책들,9788932919102,http://image.yes24.com/goods/68745943/XL,8
다다를 수 없는 나라,크리스토프 바타유,문학동네,9788954602181,http://image.yes24.com/momo/TopCate52/MidCate03/5122423.jpg,8
적과 흑 (상),스탕달,열린책들,9788932909851,http://image.yes24.com/momo/TopCate79/MidCate02/7815822.jpg,8
적과 흑 (하),스탕달,열린책들,9788932909868,http://image.yes24.com/momo/TopCate79/MidCate02/7815825.jpg,8
신비의 섬 2,쥘 베른,열림원,9791170401087,http://image.yes24.com/goods/110336142/XL,8
제3인류 3,베르나르 베르베르,열린책들,9788932916484,http://image.yes24.com/momo/TopCate319/MidCate009/31882011.jpg,8
해저 2만리 2,쥘 베른,열림원,9791170401018,http://image.yes24.com/goods/110336183/XL,8
제3인류 4,베르나르 베르베르,열린책들,9788932916491,http://image.yes24.com/momo/TopCate336/MidCate006/33554055.jpg,8
어린 왕자,앙투안 드 생텍쥐페리,문예출판사,9788931020830,http://image.yes24.com/goods/84667575/XL,8
밤이 오기 전에,마르셀 프루스트,현암사,9788932321912,http://image.yes24.com/goods/106539317/XL,8
페스트,알베르 까뮈,문학동네,9788954639651,http://image.yes24.com/goods/24560853/XL,8
어린 왕자 (소프트커버 에디션),앙투안 드 생텍쥐페리,문예출판사,9788931021295,http://image.yes24.com/goods/92901787/XL,8
인간의 대지,앙투안 드 생텍쥐페리,시공사,9788952771698,http://image.yes24.com/momo/TopCate384/MidCate001/38309213.jpg,8
아버지들의 아버지 1,베르나르 베르베르,열린책들,9788932903866,http://image.yes24.com/momo/TopCate290/MidCate010/322613.jpg,8
7번째 여름이 남긴 기적,나타엘 트라프,북플라자,9791190157728,http://image.yes24.com/goods/111135836/XL,8
캉디드 혹은 낙관주의,볼테르,열린책들,9788932909714,http://image.yes24.com/momo/TopCate79/MidCate04/7839802.jpg,8
체리토마토파이,베로니크 드 뷔르,청미,9791189134044,http://image.yes24.com/goods/71054747/XL,8
너의 심장을 쳐라,아멜리 노통브,열린책들,9788932920917,http://image.yes24.com/goods/103017964/XL,8
여름비,마르그리트 뒤라스,미디어창비,9791190758154,http://image.yes24.com/goods/92071580/XL,8
그 후에,기욤 뮈소,밝은세상,9788984371019,http://image.yes24.com/momo/TopCate445/MidCate006/42874425.jpg,8
나귀 가죽,오노레 드 발자크,문학동네,9788954609142,http://image.yes24.com/momo/TopCate0001/kepub/L_103374.jpg,8
작품,에밀 졸라,을유문화사,9788932404790,http://image.yes24.com/goods/74224010/XL,8
몬테크리스토 백작,알렉상드르 뒤마,지식의숲,9788967901240,http://image.yes24.com/momo/TopCate252/MidCate002/25118961.jpg,8
신비의 섬 3,쥘 베른,열림원,9791170401094,http://image.yes24.com/goods/110336145/XL,8
어린 왕자,앙투안 드 생텍쥐페리,뜻밖,9791192684048,http://image.yes24.com/goods/114634458/XL,8
세로토닌,미셸 우엘벡,문학동네,9788954673082,http://image.yes24.com/goods/91112270/XL,8
앙코르 꼬마 니콜라,르네 고시니,문학동네,9788954625104,http://image.yes24.com/momo/TopCate989/MidCate009/39022693.jpg,8
질투,박이문,민음사,9788937460845,http://image.yes24.com/momo/TopCate388/MidCate007/38762020.jpg,8
달나라 탐험,쥘 베른,열림원,9791170401063,http://image.yes24.com/goods/110336128/XL,8
나폴레옹 5,막스 갈로,문학동네,9788982811388,http://image.yes24.com/goods/43063/XL,8
나폴레옹 3,막스 갈로,문학동네,9788982811364,http://image.yes24.com/goods/43060/XL,8
비곗덩어리,기 드 모파상,책읽는고양이,9791186274255,http://image.yes24.com/momo/TopCate1179/MidCate005/117845704.jpg,8
사마아,마리 파블렌코,동녘,9788972970224,http://image.yes24.com/goods/106400376/XL,23
왜 나는 너를 사랑하는가,알랭 드 보통,청미래,9788986836240,http://image.yes24.com/goods/2659394/XL,8
"좁은 문, 전원교향곡, 배덕자",앙드레 지드,민음사,9788937463365,http://image.yes24.com/momo/TopCate554/MidCate002/55285586.jpg,8
모파상 단편선,기 드 모파상,열린책들,9788932912745,http://image.yes24.com/goods/105250307/XL,8
마음의 파수꾼,프랑수아즈 사강,소담출판사,9791160272871,http://image.yes24.com/goods/108045488/XL,8
황금 물고기,J. M. G. 르 클레지오,문학동네,9788954609067,http://image.yes24.com/momo/TopCate0001/kepub/L_573950.jpg,8
지구 속 여행,쥘 베른,열림원,9791170400998,http://image.yes24.com/goods/110336157/XL,8
어린 왕자 초판본 리커버 고급 벨벳 양장본,앙투안 드 생텍쥐페리,코너스톤(도서),9791190669320,http://image.yes24.com/goods/93394175/XL,8
오래 오래,에릭 오르세나,열린책들,9788932915357,http://image.yes24.com/momo/TopCate178/MidCate02/17710330.jpg,8
초판본 페스트,알베르 까뮈,더스토리,9791164453207,http://image.yes24.com/goods/91071125/XL,8
인간들의 가장 은밀한 기억,모하메드 음부가르 사르,엘리,9791191247275,http://image.yes24.com/goods/115142530/XL,8
도둑 일기,장 주네,민음사,9788937461842,http://image.yes24.com/momo/TopCate388/MidCate007/6515017.jpg,8
모파상 단편선,기 드 모파상,종합출판범우,9788963651217,http://image.yes24.com/momo/TopCate471/MidCate003/47020494.jpg,8
나폴레옹 1,막스 갈로,문학동네,9788982811326,http://image.yes24.com/goods/43056/XL,8
세 가지 이야기,구스타브 플로베르,문학동네,9788954643290,http://image.yes24.com/momo/TopCate993/MidCate001/99204185.jpg,8
지상의 양식·새 양식,앙드레 지드,열린책들,9788932912844,http://image.yes24.com/goods/116575027/XL,8
고마운 마음,델핀 드 비강,레모출판사,9791191861082,http://image.yes24.com/goods/109319352/XL,8
플랫폼,미셸 우엘벡,문학동네,9788954637299,http://image.yes24.com/momo/TopCate573/MidCate002/57217128.jpg,8
코다 다이어리,베로니크 풀랭,애플북스,9791192641034,http://image.yes24.com/goods/116743660/XL,8
레 미제라블 5,빅토르 위고,펭귄클래식코리아,9788901114620,http://image.yes24.com/momo/TopCate0001/kepub/L_48696.jpg,8
길모퉁이 카페,프랑수아즈 사강,소담출판사,9791160272888,http://image.yes24.com/goods/108045500/XL,8
